id	tdl	sym
10207	Tbio	MAP1LC3C
10208	Tbio	MLXIPL
10210	Tchem	MMP17
10211	Tbio	MMP19
10212	Tchem	MMP1
10213	Tbio	MMP20
10214	Tbio	MMP21
10215	Tbio	MMP28
10216	Tchem	MMP2
10217	Tchem	MMP3
10218	Tdark	MMS22L
10219	Tbio	ALDH6A1
10220	Tbio	MND1
10221	Tbio	MORF4L1
10222	Tdark	MOB3C
10223	Tbio	RANGRF
10224	Tbio	MORC1
10225	Tbio	MORC2
10227	Tdark	C8orf17
10228	Tbio	MOS
10229	Tbio	MOV10
10230	Tbio	MPV17L
10231	Tbio	MPC2
10232	Tbio	SLC25A3
10233	Tchem	MPI
10234	Tbio	PMPCA
10235	Tbio	M6PR
10236	Tbio	MPZL2
10237	Tdark	ERVMER34-1
10238	Tbio	NF2
10239	Tbio	METTL16
10240	Tdark	METTL25
10241	Tbio	METTL7B
10242	Tbio	MAT1A
10243	Tbio	METRN
10244	Tbio	MFHAS1
10245	Tbio	MFN2
10246	Tbio	SLC25A37
10247	Tdark	MFSD11
10248	Tdark	MFSD12
10249	Tdark	MFSD2B
10250	Tdark	MFSD6L
10251	Tdark	MFSD3
10252	Tdark	MFSD5
10253	Tbio	MGAT4A
10254	Tbio	MGAT4B
10255	Tbio	MGAT4C
10256	Tbio	MIF4GD
10257	Tbio	MIA
10258	Tbio	MIB1
10259	Tbio	C19orf70
10261	Tbio	APOOL
10262	Tbio	MIEF2
10263	Tbio	MIEF1
10264	Tbio	MIDN
10265	Tbio	MIEF1
10266	Tbio	MIEN1
10267	Tchem	MIF
10268	Tbio	MOB1A
10269	Tbio	MOB2
10270	Tbio	MOB3B
10271	Tbio	MOCS1
10272	Tbio	MSN
10273	Tchem	MOGAT2
10274	Tbio	MOGAT3
10275	Tbio	MOK
10276	Tdark	MORN5
10277	Tbio	SLC16A12
10278	Tchem	SLC16A3
10279	Tbio	MLN
10281	Tbio	MOXD1
10283	Tclin	MAP2K2
10284	Tchem	MAP2K6
10286	Tbio	MPDZ
10287	Tbio	MFF
10288	Tbio	MFGE8
10289	Tbio	MFN1
10290	Tbio	SLC25A32
10291	Tclin	MGAM
10292	Tchem	MGLL
10293	Tbio	MGST1
10294	Tbio	MGST2
10297	Tbio	MIS12
10298	Tbio	MAPK1IP1L
10300	Tbio	MIXL1
10301	Tchem	MAPK1
10302	Tchem	MAPK3
10303	Tbio	MAPK4
10304	Tchem	MAPK7
10305	Tchem	MAPK9
10306	Tbio	MKRN2
10307	Tbio	MKRN3
10309	Tbio	MKS1
10310	Tbio	MN1
10311	Tbio	MNDA
10312	Tbio	MOB1B
10313	Tbio	MOCOS
10314	Tbio	MOCS3
10315	Tbio	TRIT1
10316	Tdark	MRFAP1
10317	Tbio	MOGS
10318	Tbio	MOGAT1
10319	Tbio	MOG
10320	Tbio	MON1A
10321	Tbio	SLC16A11
10322	Tdark	SLC16A13
10323	Tdark	SLC16A14
10324	Tbio	SLC16A4
10325	Tdark	SLC16A5
10326	Tdark	SLC16A6
10327	Tbio	SLC16A9
10328	Tclin	MAP2K1
10329	Tchem	MAP2K3
10330	Tchem	MAP2K4
10331	Tchem	MAP2K5
10332	Tchem	MAP2K7
10333	Tchem	MPEG1
10334	Tbio	MPHOSPH8
10335	Tbio	MPV17
10336	Tbio	MPZL1
10337	Tbio	MPZL3
10338	Tdark	MRFAP1L1
10339	Tbio	MRAP2
10340	Tbio	MRAP
10341	Tbio	MREG
10342	Tdark	MRGPRX3
10343	Tdark	MROH2A
10344	Tdark	MROH6
10345	Tdark	MROH7
10346	Tdark	MROH9
10347	Tbio	ABCC3
10348	Tchem	ABCC4
10349	Tbio	ABCC10
10350	Tbio	ABCC12
10351	Tbio	KIAA0391
10353	Tdark	MSANTD1
10354	Tdark	MSANTD2
10355	Tdark	MSANTD3
10356	Tbio	MSH2
10357	Tbio	MSH4
10358	Tdark	MEX3A
10359	Tdark	MEX3B
10361	Tbio	MFAP2
10362	Tdark	MFAP3
10363	Tbio	MFAP5
10364	Tbio	MFNG
10365	Tchem	MGAT1
10366	Tchem	MGAT2
10367	Tchem	MGAT3
10368	Tbio	MGRN1
10369	Tbio	MGST3
10370	Tbio	MGAT5
10371	Tbio	MIB2
10372	Tdark	MINOS1
10373	Tbio	CHCHD3
10374	Tbio	MICU2
10375	Tdark	MICU3
10376	Tbio	MIER1
10377	Tchem	MINK1
10378	Tbio	SPEN
10379	Tdark	MIOS
10380	Tbio	MIPEP
10381	Tbio	RHOT1
10382	Tbio	RHOT2
10384	Tbio	MISP
10385	Tchem	MAPK15
10386	Tbio	MKL1
10388	Tbio	MKX
10389	Tbio	MLH1
10390	Tbio	MLH3
10391	Tbio	MYLPF
10392	Tbio	MYL2
10393	Tbio	MLXIP
10394	Tbio	MMAB
10395	Tdark	MMGT1
10396	Tchem	MMP14
10397	Tbio	MMP24
10398	Tchem	MMP25
10399	Tdark	C1orf35
10400	Tbio	MORF4L2
10401	Tbio	MKKS
10402	Tbio	MKLN1
10403	Tchem	MKNK2
10404	Tbio	TMEM67
10405	Tbio	MMAA
10406	Tbio	MMACHC
10407	Tchem	MMP15
10408	Tchem	MMP16
10409	Tbio	MMP23B
10410	Tchem	MMP26
10411	Tbio	MMP27
10412	Tchem	MMP7
10413	Tchem	MMP8
10414	Tchem	MMP9
10415	Tbio	MNT
10416	Tbio	MNX1
10417	Tbio	MOCS2
10418	Tbio	MON2
10419	Tdark	KIAA0753
10420	Tdark	MORN3
10421	Tdark	MORN4
10422	Tbio	MPLKIP
10423	Tdark	MPND
10424	Tbio	MPHOSPH10
10425	Tbio	MPP2
10426	Tbio	MPP3
10427	Tbio	PMPCB
10428	Tbio	MPRIP
10429	Tbio	MRC1
10430	Tbio	CDC42BPG
10432	Tbio	MRGBP
10433	Tchem	MRGPRD
10434	Tbio	MRGPRE
10435	Tdark	MRGPRF
10436	Tdark	MRGPRG
10437	Tchem	MRGPRX1
10438	Tchem	MRGPRX2
10439	Tdark	MRGPRX4
10440	Tbio	MIS18A
10441	Tdark	MUSTN1
10442	Tbio	MSTO1
10443	Tdark	MRO
10444	Tbio	MT4
10445	Tbio	MTA1
10446	Tbio	MTA2
10448	Tbio	MTCP1
10449	Tbio	MED1
10450	Tbio	MED26
10451	Tbio	MED27
10452	Tbio	MED28
10453	Tbio	MED30
10454	Tbio	MEF2C
10455	Tchem	MELK
10456	Tchem	MERTK
10457	Tbio	METTL17
10458	Tdark	METTL18
10459	Tbio	MAT2A
10460	Tdark	METTL9
10461	Tbio	APOO
10462	Tbio	MICALL2
10463	Tbio	OGN
10464	Tbio	MINPP1
10466	Tbio	MAPK6
10467	Tchem	MAPK8
10468	Tchem	MAPK10
10469	Tchem	MAPK11
10470	Tchem	MAPK12
10471	Tchem	MAPK13
10472	Tbio	MKRN1
10474	Tbio	MYL12A
10475	Tbio	MLC1
10476	Tbio	MLF2
10478	Tbio	MAP1LC3B
10479	Tchem	MLX
10480	Tchem	MMEL1
10481	Tchem	MMP13
10482	Tbio	MMRN1
10483	Tbio	MMRN2
10484	Tbio	MMS19
10485	Tbio	NIFK
10486	Tbio	MKL2
10487	Tchem	MKNK1
10488	Tchem	MDK
10489	Tbio	MYL12A
10490	Tbio	MAP1LC3A
10491	Tbio	MYL7
10492	Tbio	MMADHC
10493	Tchem	MMP10
10494	Tchem	MMP11
10495	Tbio	MNS1
10496	Tbio	CD200R1
10497	Tdark	CD200R1L
10498	Tbio	MOAP1
10499	Tdark	MOB3A
10500	Tbio	MOBP
10501	Tbio	MOCS2
10502	Tchem	CDC25A
10503	Tchem	CDC25C
10504	Tbio	MPPED2
10505	Tchem	IGF2R
10508	Tdark	MROH2B
10509	Tdark	MROH5
10510	Tchem	ABCC1
10511	Tbio	OIP5
10512	Tbio	MS4A3
10513	Tbio	MSGN1
10514	Tbio	MTFR1
10515	Tbio	CBFA2T3
10516	Tbio	MDM1
10517	Tchem	MDM2
10518	Tdark	MDN1
10519	Tbio	MED19
10520	Tbio	MED29
10522	Tbio	MEFV
10523	Tdark	MEGF11
10524	Tdark	MEGF6
10525	Tbio	MEGF8
10526	Tdark	MEGF9
10528	Tbio	MEIS1
10529	Tbio	MEOX1
10530	Tbio	MTR
10531	Tdark	METTL4
10532	Tdark	METTL6
10533	Tbio	MEX3C
10534	Tdark	MEX3D
10538	Tbio	MFAP4
10539	Tdark	MTFR1L
10540	Tbio	SLC25A28
10541	Tbio	MFRP
10543	Tdark	MFSD1
10545	Tbio	MGA
10546	Tdark	MDP1
10547	Tchem	MGMT
10548	Tdark	MAGOHB
10549	Tbio	CHCHD6
10550	Tdark	MICALCL
10551	Tbio	MIER2
10552	Tdark	MIER3
10554	Tbio	MICALL1
10555	Tbio	FAM96B
10556	Tbio	MX1
10557	Tdark	MXRA7
10558	Tbio	MYCT1
10560	Tdark	MYEF2
10561	Tbio	MYF5
10562	Tbio	C12orf10
10563	Tbio	MYH4
10564	Tbio	MYH6
10565	Tbio	MYH7
10566	Tbio	MYH9
10567	Tbio	MYL9
10568	Tbio	PPP1R12A
10569	Tdark	MZT2B
10570	Tbio	N4BP2L2
10571	Tbio	NAA10
10572	Tbio	NAA15
10573	Tbio	NAA50
10574	Tdark	NACA2
10575	Tbio	NACA
10576	Tbio	NACC1
10577	Tdark	SLC4A1AP
10578	Tbio	NAIF1
10579	Tdark	NLRP13
10580	Tbio	NLRP14
10581	Tchem	NALCN
10582	Tchem	NAALAD2
10583	Tbio	NLRP2
10584	Tbio	NLRP5
10585	Tdark	NLRP8
10586	Tbio	NANOS1
10587	Tbio	NANOG
10588	Tbio	NAPEPLD
10589	Tbio	NARFL
10590	Tdark	NAT16
10591	Tbio	NAV2
10592	Tbio	NAV3
10593	Tbio	NBAS
10594	Tbio	NBEA
10595	Tdark	NBEAL1
10596	Tdark	NBPF9
10597	Tdark	NBPF10
10598	Tdark	NBPF14
10599	Tdark	NBPF15
10600	Tdark	NBPF9
10603	Tbio	NCAM1
10604	Tbio	NCAM2
10605	Tbio	NCAN
10606	Tbio	NCBP1
10607	Tbio	NCR1
10608	Tbio	NME6
10609	Tclin	NDUFA4
10610	Tclin	NDUFA10
10611	Tbio	NF1
10612	Tbio	MUS81
10613	Tbio	MSC
10614	Tdark	EXD3
10615	Tbio	MUT
10616	Tbio	MVP
10617	Tbio	MYCN
10618	Tbio	DENND4A
10619	Tbio	MYF6
10620	Tbio	MYH10
10621	Tbio	MYH11
10622	Tbio	MYH15
10624	Tbio	MYH7B
10625	Tbio	MYL10
10626	Tchem	MYLK4
10627	Tchem	MYLK
10630	Tbio	MYO1D
10631	Tdark	MYO1F
10632	Tbio	MYO5B
10633	Tbio	MYO5C
10634	Tbio	MYO7A
10635	Tbio	MYOC
10636	Tbio	MYOF
10637	Tbio	MYOG
10638	Tbio	MYOZ1
10639	Tbio	MYPN
10640	Tbio	PLP1
10641	Tbio	PPP1R12B
10642	Tbio	MYRF
10643	Tbio	MYSM1
10644	Tdark	MZT1
10645	Tdark	MZT2A
10646	Tdark	N4BP2L1
10647	Tdark	N4BP1
10648	Tbio	NACC2
10649	Tbio	NADSYN1
10650	Tdark	NAALADL2
10651	Tbio	NAF1
10652	Tchem	AMDHD2
10653	Tbio	NAGS
10654	Tdark	NANOGNB
10655	Tbio	NANOS2
10656	Tbio	NANP
10657	Tbio	ART1
10658	Tbio	ART4
10659	Tbio	RAB34
10660	Tbio	NASP
10661	Tbio	NAT14
10662	Tbio	NAT6
10663	Tbio	NAT8L
10664	Tbio	NAT8
10665	Tbio	NDC80
10667	Tbio	NDOR1
10668	Tbio	NDP
10669	Tbio	NDRG1
10670	Tbio	NDRG3
10671	Tbio	NDST2
10672	Tbio	MSH3
10673	Tbio	MSI2
10674	Tbio	MSL2
10675	Tdark	MSLNL
10676	Tbio	MSRB2
10677	Tbio	MSS51
10678	Tbio	METTL21A
10679	Tchem	MTAP
10680	Tbio	MTG2
10681	Tbio	CBFA2T2
10682	Tbio	RUNX1T1
10683	Tdark	MTHFSD
10684	Tbio	MTMR1
10685	Tbio	MTO1
10686	Tbio	MUC5AC
10687	Tbio	MUCL1
10688	Tdark	MXRA5
10689	Tbio	MYO18A
10690	Tbio	MYBL1
10691	Tbio	MYCBPAP
10692	Tbio	MYCBP2
10693	Tbio	MYD88
10694	Tbio	MYEOV
10695	Tbio	PMP2
10696	Tbio	MYBPC1
10697	Tbio	MYBPC3
10698	Tbio	MYT1L
10699	Tbio	POLR2M
10700	Tbio	NAA16
10701	Tbio	NAA60
10702	Tbio	NAB1
10703	Tbio	SLC8A2
10704	Tbio	NACA
10705	Tbio	QPRT
10706	Tbio	MSMO1
10707	Tdark	MSMP
10708	Tbio	MOSPD2
10709	Tbio	MOSPD3
10710	Tbio	MSRA
10711	Tbio	MSR1
10712	Tbio	RABIF
10713	Tbio	MT1A
10714	Tbio	MT1B
10715	Tbio	MT1H
10717	Tbio	MT3
10718	Tbio	MTA3
10719	Tbio	MTF1
10720	Tbio	MTHFS
10723	Tclin	MTNR1B
10724	Tbio	GPR50
10727	Tbio	MYL1
10728	Tbio	MYL3
10729	Tbio	MYL4
10730	Tbio	MYL6
10731	Tbio	MYO6
10732	Tbio	MYO7B
10733	Tdark	MYO9A
10734	Tbio	MYRIP
10735	Tchem	MYT1
10736	Tbio	MZB1
10737	Tbio	MZF1
10738	Tdark	N4BP3
10739	Tbio	NAA30
10740	Tbio	NAA40
10741	Tchem	NAAA
10742	Tchem	SLC8A1
10743	Tchem	SLC8A3
10745	Tbio	NADK
10746	Tdark	EXD3
10747	Tbio	MX2
10748	Tbio	MXI1
10749	Tdark	MXRA8
10750	Tdark	MYO15B
10751	Tbio	MYO18B
10752	Tbio	MYADM
10753	Tbio	MYBL2
10754	Tbio	MYCBP
10755	Tbio	MYOCD
10756	Tbio	MYCL
10757	Tbio	SLC2A13
10758	Tbio	MYC
10759	Tbio	MB
10760	Tbio	MYH13
10761	Tbio	MYH14
10762	Tbio	MYH8
10763	Tbio	MYLIP
10764	Tchem	MYLK2
10765	Tchem	MYLK3
10766	Tbio	MYO1A
10767	Tbio	MYO1C
10768	Tbio	MYO1G
10769	Tbio	MYOD1
10770	Tbio	MYOM1
10771	Tbio	MYOM2
10772	Tdark	MYOM3
10773	Tbio	PDE4DIP
10775	Tbio	MYOT
10776	Tbio	MYOZ2
10777	Tdark	MYOZ3
10778	Tbio	MPZ
10779	Tbio	MYBPC2
10780	Tbio	MYPOP
10781	Tbio	N4BP2
10782	Tdark	NUP62CL
10783	Tbio	NAA11
10784	Tbio	NAA20
10785	Tbio	NAA25
10786	Tbio	NAA35
10787	Tbio	NAB2
10788	Tbio	NACAD
10789	Tbio	NLRP11
10790	Tbio	NLRP12
10791	Tbio	NAALADL1
10792	Tbio	NLRP4
10793	Tbio	NLRP7
10794	Tbio	ART3
10795	Tbio	ART5
10796	Tbio	NARF
10797	Tbio	NAT10
10799	Tdark	NAV1
10800	Tbio	CYB5R1
10802	Tdark	NBPF6
10803	Tdark	NBPF8
10805	Tbio	NCALD
10806	Tbio	NCBP2
10808	Tchem	NCEH1
10809	Tbio	NCF2
10810	Tbio	NCK2
10811	Tbio	SLC8B1
10812	Tchem	NCOA1
10813	Tbio	NCOA2
10814	Tbio	NCOA7
10815	Tbio	POR
10816	Tbio	NCS1
10817	Tbio	NCR2
10818	Tbio	NCR3
10819	Tbio	NAGPA
10820	Tbio	NADK2
10821	Tbio	NLRP10
10822	Tdark	NAT9
10824	Tbio	CYB5R2
10825	Tbio	CYB5R4
10826	Tbio	NBEAL2
10827	Tbio	NBL1
10828	Tdark	NBPF1
10829	Tdark	NBPF3
10830	Tdark	NBPF12
10831	Tbio	DRAP1
10832	Tbio	DR1
10833	Tbio	NCK1
10834	Tbio	NCKAP1
10835	Tbio	SLC24A1
10836	Tbio	SLC24A3
10837	Tdark	NCMAP
10838	Tchem	NCOR1
10839	Tbio	NEUROD2
10840	Tbio	NME3
10841	Tbio	NME7
10842	Tbio	NDRG2
10843	Tbio	NDST1
10844	Tbio	NDST3
10845	Tclin	NDUFA1
10846	Tclin	NDUFA5
10847	Tclin	NDUFA13
10848	Tclin	NDUFB3
10849	Tclin	NDUFB4
10850	Tclin	NDUFB5
10851	Tclin	NDUFB6
10852	Tclin	NDUFB7
10853	Tclin	NDUFC1
10854	Tclin	NDUFS6
10855	Tclin	NDUFV3
10856	Tchem	PCSK1
10857	Tchem	NEDD4
10858	Tbio	NEIL2
10859	Tbio	NEIL3
10860	Tchem	NEK3
10861	Tchem	NEK5
10862	Tchem	NEK7
10863	Tbio	NELL1
10864	Tbio	NES
10865	Tdark	NTN3
10866	Tbio	PRSS12
10867	Tbio	OXT
10868	Tdark	NEURL4
10869	Tbio	NEU2
10870	Tchem	NEU4
10871	Tbio	SERPINI1
10872	Tbio	NTS
10873	Tbio	NFIB
10874	Tbio	NFRKB
10875	Tbio	NFS1
10876	Tbio	NFU1
10877	Tdark	NFXL1
10878	Tbio	NGRN
10879	Tdark	NHLRC3
10880	Tbio	SLC9A3R1
10881	Tdark	MS4A5
10882	Tdark	MS4A7
10883	Tdark	MSANTD4
10884	Tbio	MSH5
10885	Tbio	MSMB
10886	Tbio	MSRB1
10888	Tbio	MT1E
10889	Tbio	MT1F
10890	Tbio	MT1G
10892	Tbio	MT1M
10893	Tbio	MT1X
10894	Tbio	VCPKMT
10895	Tbio	METTL3
10896	Tbio	MTF2
10897	Tbio	MTFP1
10898	Tdark	MTFR2
10899	Tdark	MTG1
10900	Tchem	MLNR
10901	Tbio	MTMR2
10902	Tbio	MTMR4
10903	Tbio	SBF1
10904	Tdark	MTMR7
10905	Tbio	SBF2
10906	Tbio	MTMR14
10907	Tbio	APIP
10908	Tclin	MTTP
10909	Tclin	MTNR1A
10910	Tbio	MTRR
10911	Tbio	MTX1
10912	Tbio	MTX2
10913	Tbio	MUC13
10914	Tbio	MUC16
10915	Tbio	MUC17
10916	Tbio	MCAM
10917	Tbio	MUC19
10918	Tbio	MUC1
10919	Tdark	MUC22
10920	Tbio	MUC2
10921	Tdark	MUC3A
10923	Tbio	MUC4
10924	Tbio	MUC5B
10925	Tbio	MUC6
10926	Tbio	MUC7
10927	Tbio	EMCN
10928	Tbio	MUL1
10929	Tbio	MON1B
10930	Tbio	MORC3
10931	Tdark	MORC4
10932	Tbio	MORN1
10933	Tdark	MORN2
10934	Tbio	SLC16A10
10935	Tchem	SLC16A1
10936	Tchem	SLC16A7
10937	Tbio	SLC16A8
10938	Tbio	SLC16A2
10939	Tdark	MAP1LC3B2
10940	Tbio	MPC1
10942	Tdark	MROH1
10943	Tdark	MROH8
10944	Tchem	ABCC2
10945	Tchem	ABCC5
10946	Tbio	ABCC6
10947	Tbio	MARCKSL1
10948	Tbio	MRTO4
10949	Tbio	MRVI1
10950	Tbio	MSL3
10951	Tdark	METTL21C
10952	Tbio	MT2A
10953	Tbio	MTBP
10954	Tdark	MTHFD2L
10958	Tbio	MTM1
10959	Tbio	MTMR3
10960	Tbio	MTMR6
10961	Tbio	MTMR9
10962	Tbio	MRI1
10963	Tbio	MTSS1
10964	Tbio	MTUS2
10965	Tdark	MTX3
10966	Tbio	MUC12
10967	Tbio	MUC15
10968	Tbio	MUC20
10969	Tbio	MUC21
10970	Tbio	CD164
10971	Tdark	MUM1
10972	Tbio	MSH6
10973	Tclin	MC1R
10974	Tbio	MSI1
10975	Tbio	MSL1
10976	Tbio	MSLN
10977	Tbio	MSX2
10978	Tchem	MAP2
10979	Tbio	MTCH1
10980	Tbio	MTCH2
10981	Tchem	MTHFD2
10983	Tbio	MTHFR
10984	Tbio	MTMR8
10985	Tdark	MTMR10
10986	Tdark	MTMR11
10987	Tbio	MTMR12
10988	Tbio	MTPN
10989	Tchem	MUSK
10990	Tbio	MUTYH
10991	Tchem	MVD
10992	Tbio	MYBPH
10993	Tbio	MYB
10994	Tbio	MYH1
10995	Tbio	MYH2
10996	Tbio	MYH3
10997	Tdark	MYL5
10998	Tdark	MYL6B
10999	Tbio	MYNN
11000	Tbio	MYO10
11001	Tbio	MYO15A
11002	Tbio	MYO16
11003	Tbio	MYO19
11004	Tbio	MYO1B
11005	Tbio	MYO1E
11006	Tdark	MYO1H
11007	Tbio	MYO3A
11008	Tbio	MYO3B
11009	Tbio	MYO5A
11010	Tbio	MYO9B
11011	Tbio	MPHOSPH6
11012	Tchem	CDC25B
11013	Tdark	MPP4
11014	Tbio	MPP5
11015	Tbio	MPP6
11016	Tbio	MPP7
11017	Tbio	MPHOSPH9
11018	Tdark	MPPED1
11019	Tbio	MPPE1
11021	Tbio	MPDU1
11022	Tbio	MRC2
11023	Tchem	CDC42BPA
11024	Tbio	CDC42BPB
11025	Tdark	MYRFL
11026	Tbio	MRM1
11028	Tbio	MRS2
11030	Tdark	MOSPD1
11031	Tbio	MSRB3
11033	Tbio	MSX1
11034	Tbio	ADI1
11035	Tclin	MTOR
11036	Tbio	MTSS1L
11037	Tbio	TRMU
11038	Tdark	MTURN
11039	Tbio	MTUS1
11040	Tdark	MUM1L1
11041	Tbio	NDE1
11042	Tbio	NDEL1
11043	Tbio	NEUROD4
11044	Tbio	NEUROD6
11045	Tbio	NME4
11046	Tclin	NDUFB2
11048	Tclin	NDUFS1
11049	Tclin	NDUFS2
11050	Tclin	NDUFS3
11051	Tclin	NDUFS4
11052	Tclin	NDUFS7
11053	Tclin	NDUFV1
11057	Tbio	NEDD4L
11058	Tbio	NEK8
11059	Tchem	NEK9
11060	Tbio	NELFA
11061	Tbio	IKBKG
11062	Tbio	NEO1
11063	Tbio	CNEP1R1
11064	Tbio	NTN1
11065	Tbio	NRGN
11068	Tbio	NFE2L3
11069	Tbio	NFE2
11070	Tbio	NEFM
11071	Tbio	NFX1
11072	Tbio	NFYB
11073	Tbio	NINJ1
11074	Tbio	NINL
11075	Tbio	NIPA1
11076	Tdark	NIPAL1
11077	Tbio	ZC3HC1
11078	Tdark	NKAIN3
11079	Tdark	NKAIN4
11080	Tbio	NKD2
11081	Tbio	KLRC4
11082	Tdark	NKPD1
11083	Tbio	NKTR
11084	Tdark	NKX1-1
11085	Tbio	NKX2-1
11086	Tbio	NKX2-2
11087	Tbio	MFSD2A
11088	Tclin	GRIN3B
11089	Tclin	GRIN1
11090	Tbio	NMNAT3
11091	Tbio	NMRAL1
11092	Tbio	NMS
11093	Tchem	NMT1
11094	Tchem	NMT2
11095	Tchem	NMUR2
11096	Tbio	NOL4
11097	Tdark	NOL9
11098	Tbio	NOMO2
11099	Tbio	NONO
11100	Tbio	NOSTRIN
11101	Tchem	NOTCH1
11102	Tchem	NOTCH2
11103	Tchem	NOTCH3
11104	Tchem	NOX1
11105	Tbio	NOX3
11106	Tchem	NOX4
11107	Tchem	NOX5
11108	Tbio	NAP1L3
11110	Tdark	NPAP1
11111	Tbio	NPAS1
11112	Tbio	NPAS2
11113	Tchem	NPFFR1
11114	Tchem	NPFFR2
11115	Tbio	NPFF
11116	Tdark	NPIPB9
11118	Tbio	NPM1
11119	Tbio	NIPSNAP3B
11120	Tbio	NPS
11121	Tbio	SLC17A2
11122	Tbio	NPTN
11123	Tbio	NPTXR
11124	Tbio	NAGA
11125	Tbio	NAGK
11126	Tchem	NAMPT
11128	Tbio	NANOS3
11130	Tbio	NAPSA
11131	Tbio	CYB5R3
11132	Tdark	CYB5RL
11134	Tbio	NBN
11135	Tdark	NBPF4
11137	Tdark	NBPF11
11139	Tbio	NBR1
11141	Tdark	NCBP2L
11142	Tbio	NCDN
11144	Tbio	NCF1
11145	Tbio	NCF4
11146	Tbio	CHL1
11147	Tdark	NCKAP5L
11148	Tbio	NCKAP5
11149	Tbio	NCKAP1L
11150	Tbio	SLC24A4
11151	Tbio	SLC24A5
11152	Tbio	NCOA5
11153	Tbio	NCOA6
11154	Tchem	NCOR2
11156	Tbio	NDC1
11157	Tbio	NEUROD1
11158	Tbio	NME5
11159	Tbio	NME1
11160	Tbio	NME1-NME2
11161	Tclin	NDUFA8
11162	Tclin	NDUFA11
11163	Tclin	NDUFB11
11164	Tclin	NDUFAF3
11165	Tbio	NDUFAF6
11166	Tclin	NDUFS8
11167	Tclin	NDUFV2
11169	Tbio	PPP1R9A
11170	Tdark	NECAB1
11171	Tbio	NECAB2
11172	Tbio	NDN
11173	Tbio	NEDD8
11174	Tbio	NEIL1
11175	Tchem	NEK11
11177	Tbio	NENF
11179	Tbio	NFE2L1
11180	Tchem	NFE2L2
11181	Tbio	NFAM1
11182	Tbio	NFAT5
11183	Tchem	NFKB2
11184	Tbio	NUS1
11185	Tchem	NGF
11186	Tbio	NHS
11187	Tdark	NICN1
11188	Tchem	NIM1K
11189	Tbio	NDNF
11190	Tbio	NDRG4
11191	Tbio	NDST4
11192	Tclin	NDUFA2
11193	Tclin	NDUFA3
11194	Tclin	NDUFA6
11195	Tclin	NDUFA7
11196	Tclin	NDUFA9
11197	Tclin	NDUFB9
11198	Tclin	NDUFC2
11199	Tdark	NDUFC2-KCTD14
11200	Tclin	NDUFAF2
11201	Tbio	NDUFAF7
11202	Tclin	NDUFS5
11203	Tdark	PPP1R9B
11204	Tbio	NEBL
11205	Tbio	NEB
11206	Tchem	PCSK2
11207	Tdark	NECAP2
11208	Tbio	NEK4
11209	Tbio	NELFB
11210	Tbio	NELFCD
11211	Tbio	NELFE
11213	Tbio	EMG1
11214	Tbio	CMAS
11215	Tdark	NEURL2
11216	Tbio	NEU1
11217	Tbio	NIT1
11218	Tbio	NKAPL
11219	Tbio	NKAP
11220	Tbio	KLRC1
11221	Tbio	NKX2-3
11222	Tbio	NKX6-3
11223	Tbio	NLGN1
11224	Tbio	NLGN2
11225	Tbio	NLRC3
11226	Tbio	NLRC5
11227	Tchem	NLRP3
11228	Tclin	GRIN2A
11229	Tbio	ZCCHC17
11230	Tbio	NOC3L
11231	Tbio	NOL11
11233	Tdark	NOP14
11234	Tchem	NR1I2
11235	Tchem	NR1I3
11236	Tchem	NR2C2
11237	Tbio	NR4A1
11238	Tbio	NR4A3
11239	Tbio	NR6A1
11240	Tchem	SLC11A2
11241	Tbio	NRAP
11242	Tdark	NRBP2
11243	Tbio	NRCAM
11245	Tbio	NRG4
11246	Tbio	NRN1
11247	Tbio	NRP2
11248	Tbio	NRXN2
11249	Tbio	NRXN3
11250	Tbio	NRXN3
11251	Tdark	NSUN5
11252	Tbio	NSUN6
11253	Tdark	NSUN7
11254	Tbio	NT5C
11255	Tdark	NT5DC2
11256	Tchem	NT5M
11257	Tbio	NTAN1
11258	Tbio	NTF3
11259	Tbio	NTF4
11260	Tdark	NUTM2D
11261	Tdark	NUTM2G
11262	Tbio	NTNG1
11263	Tchem	NTSR1
11264	Tchem	NTRK2
11265	Tchem	NTRK3
11266	Tbio	NUP107
11269	Tbio	SLC24A2
11270	Tbio	NCLN
11271	Tbio	NCOA3
11272	Tbio	NCOA4
11273	Tbio	NFASC
11275	Tbio	NFIA
11276	Tbio	NFIC
11277	Tbio	NFIL3
11278	Tbio	NDFIP1
11279	Tbio	NDFIP2
11280	Tbio	NFIX
11281	Tbio	NFYA
11282	Tbio	NFYC
11283	Tbio	RASAL2
11284	Tbio	NGDN
11285	Tbio	NGLY1
11286	Tbio	NEUROG1
11287	Tbio	NEUROG3
11288	Tbio	NHEJ1
11289	Tdark	NHLRC4
11290	Tbio	PDZK1
11291	Tbio	PDZD3
11292	Tdark	NHSL2
11293	Tdark	FAM129B
11294	Tbio	NCSTN
11295	Tbio	NIF3L1
11296	Tbio	NINJ2
11297	Tbio	NIN
11298	Tbio	NIT2
11299	Tbio	C17orf75
11300	Tchem	TACR2
11301	Tdark	NKAIN1
11302	Tdark	KLRC3
11303	Tbio	NKRF
11304	Tbio	NKX2-5
11305	Tchem	SCP2
11306	Tbio	NMNAT2
11308	Tchem	NOD1
